theta2 RA DEC
0.058 355.481 57.869
0.016 355.159 57.7123
0.267 355.306 58.3137
0.36 354.652 57.8476
0.074 355.35 57.547
0.133 355.393 57.4647
0.119 355.489 57.5509
0.105 355.083 58.0779
0.271 355.162 58.3131
0.13 355.129 57.4602
0.175 354.931 58.071
0.214 355.662 57.5901
0.199 354.81 57.7293
0.312 355.802 57.8855
0.101 355.268 57.4827
0.094 355.005 57.9841
0.193 355.679 57.8936
0.313 355.809 57.8265
0.279 354.943 58.2295
0.37 355.647 58.2608
0.323 354.731 58.0318
0.262 355.45 57.329
0.039 355.447 57.7919
0.284 355.724 57.5562
0.239 355.584 57.4426
0.123 355.593 57.7266
0.27 355.736 57.6171
0.355 355.698 57.407
0.191 355.669 57.6772
0.337 354.685 57.9319
0.156 355.367 58.1773
0.069 355.053 57.9736
0.093 355.139 57.5158
0.394 354.626 57.8704
0.007 355.262 57.8828
0.127 355.6 57.7328
0.052 355.326 57.5849
0.067 354.999 57.7375
0.154 355.089 58.1579
0.062 355.005 57.8465
0.189 354.861 57.6063
0.285 355.418 57.2933
0.243 355.708 57.9826
0.342 354.706 58.0143
0.149 355.144 57.4289
0.163 355.059 58.1558
0.366 354.654 57.9036
0.079 355.46 57.6131
0.034 355.086 57.8841
0.075 355.407 57.5754
0.187 354.969 58.1284
0.399 355.503 58.3787
0.077 355.146 58.0571
0.001 355.223 57.7834
0.353 355.434 57.2351
0.062 355.387 57.5919
0.194 354.981 57.4516
0.091 355.537 57.8933
0.324 355.616 57.3643
0.313 355.106 58.3407
0.086 355.405 57.551
0.073 355.316 57.5381
0.101 355.027 58.0264
0.182 354.909 57.5432
0.229 355.686 57.6037
0.195 355.479 57.4227
0.115 355.515 57.5878
0.114 355.554 57.6541
0.38 354.984 57.2441
0.167 355.64 57.6784
0.347 354.711 58.0381
0.103 354.93 57.8286
0.076 355.328 58.0645
0.291 355.785 57.8716
0.042 355.448 57.7458
0.331 355.01 57.2772
0.006 355.281 57.7288
0.159 355.043 57.4593
0.117 355.067 58.0889
0.321 355.727 57.4944
0.095 354.96 57.6963
0.027 355.089 57.7663
0.341 355.799 57.999
0.166 355.386 58.1839
0.024 355.396 57.8507
0.126 355.59 57.9005
0.067 355.45 57.9644
0.312 354.708 57.6664
0.189 355.538 57.4746
0.195 355.54 57.4673
0.062 355.243 58.0489
0.301 355.364 57.2633
0.178 354.974 58.1189
0.168 355.285 58.2084
0.35 354.838 58.2243
0.311 355.802 57.8786
0.231 355.715 57.9217
0.205 355.642 58.027
0.263 355.76 57.8501
0.317 354.763 58.0823
0.179 355.199 57.38
0.286 355.312 57.2689
0.234 354.958 57.4141
0.17 355.404 57.4177
0.151 354.883 57.6715
0.096 355.244 58.1098
0.349 355.285 57.2103
0.136 354.979 57.5499
0.399 355.172 58.4268
0.369 355.841 57.9406
0.106 355.417 58.0793
0.063 355.468 57.9243
0.03 355.09 57.8661
0.153 355.51 58.0925
0.236 355.426 58.2528
0.192 355.597 57.5325
0.191 355.209 57.3649
0.046 355.415 57.9371
0.002 355.218 57.8316
0.357 354.754 57.4674
0.299 355.089 57.2774
0.067 355.376 57.5739
0.385 355.753 58.1637
0.265 354.756 57.654
0.208 355.649 57.5793
0.044 355.423 57.9191
0.29 355.713 58.0757
0.285 354.961 57.3508
0.39 355.808 57.5197
0.378 354.637 57.7588
0.063 355.371 58.02
0.337 354.808 58.176
0.188 355.662 57.6652
0.096 355.553 57.8664
0.123 355.061 57.5043
0.394 355.025 58.386
0.124 354.94 57.6333
0.009 355.313 57.871
0.073 355.196 58.0647
0.254 354.746 57.7831
0.064 355.056 57.9622
0.166 355.288 57.3943
0.144 355.504 57.5184
0.053 355.48 57.8117
0.151 355.54 58.0583
0.11 355 57.5818
0.195 354.881 58.0426
0.188 355.683 57.8238
0.172 355.263 58.2145
0.074 354.994 57.8906
0.195 355.011 57.4287
0.107 354.951 57.9332
0.081 355.018 57.635
0.338 355.816 57.9336
0.147 354.882 57.6934
0.324 355.707 57.4612
0.249 355.06 57.3385
0.022 355.183 57.6677
0.335 354.704 57.9913
0.013 355.287 57.908
0.179 355.384 57.3986
0.172 354.853 57.6803
0.208 355.695 57.7002
0.206 355.035 57.4002
0.142 354.94 58.0145
0.109 355.522 57.6124
0.245 354.988 58.2202
0.189 354.816 57.8248
0.141 355.401 58.1437
0.2 355.671 57.6484
0.081 355.007 57.6521
0.313 355.017 58.3084
0.266 355.531 57.3678
0.322 355.118 58.3519
0.24 355.289 57.3117
0.157 355.152 58.184
0.318 355.157 57.2438
0.296 354.723 57.9365
0.249 355.355 57.3122
0.098 355.168 58.1021
0.382 355.163 57.188
0.12 355.344 57.4666
0.011 355.145 57.7967
0.074 355.521 57.7744
0.254 354.792 58.0105
0.294 354.977 58.2687
0.37 355.782 57.5047
0.247 354.974 58.2134
0.024 355.397 57.7526
0.236 355.555 58.1783
0.197 355.505 58.1635
0.331 355.047 57.2616
0.249 355.747 57.7543
0.182 355.438 58.1831
0.343 355.77 58.0688
0.034 355.156 57.6412
0.014 355.143 57.8502
0.394 355.453 57.2059
0.219 354.843 57.5687
0.219 355.465 57.3844
0.265 354.825 58.0904
0.039 355.142 57.9653
0.093 354.946 57.7736
0.017 355.35 57.7168
0.137 355.62 57.7865
0.225 355.355 57.3374
0.076 354.978 57.8449
0.008 355.301 57.7265
0.02 355.293 57.9348
0.175 355.172 58.2109
0.023 355.105 57.8446
0.398 355.32 58.427
0.114 355.125 58.1136
0.074 355.36 58.0489
0.069 355.365 57.5637
0.003 355.199 57.7807
0.103 355.478 57.5741
0.21 355.494 57.4122
0.074 355.384 57.5631
0.079 355.087 58.0292
0.164 355.629 57.6585
0.078 355.267 57.5212
0.021 355.149 57.6962
0.348 355.119 58.3751
0.035 355.16 57.9641
0.146 355.199 58.1786
0.18 354.845 57.925
0.388 355.561 57.2604
0.192 355.435 57.403
0.163 354.912 58.021
0.349 355.799 58.0174
0.12 355.015 58.0542
0.001 355.279 57.8124
0.09 355.145 57.5189
0.108 355.303 57.4757
0.184 354.884 57.5758
0.01 355.344 57.7669
0.21 355.7 57.8848
0.389 355.821 58.0511
0.094 355.482 58.0007
0.356 354.863 58.2543
0.322 354.889 57.3625
0.137 354.972 57.556
0.221 355.322 57.3355
0.157 354.854 57.8041
0.39 355.87 57.8778
0.332 355.301 57.2261
0.022 355.102 57.7884
0.161 355.029 57.4652
0.28 354.759 57.602
0.235 355.342 57.324
0.168 354.856 57.9124
0.197 355.688 57.8723
0.384 354.634 57.8659
0.086 355.226 58.0922
0.278 355.533 57.3549
0.108 355.53 57.6286
0.3 354.704 57.7597
0.33 354.951 57.3098
0.046 355.463 57.8217
0.235 354.805 57.6084
0.385 355.796 57.5051
0.384 354.651 57.6409
0.252 354.78 57.6225
0.275 355.774 57.7821
0.227 354.875 57.5066
0.068 355.357 57.5622
0.171 355.482 58.1426
0.359 355.31 57.2038
0.284 354.726 57.7032
0.131 355.065 58.1113
0.133 355.14 58.1476
0.049 355.054 57.9035
0.237 355.218 58.2858
0.33 355.214 57.2267
0.041 355.168 57.9851
0.077 355.06 58.002
0.021 355.153 57.6923
0.27 354.984 58.2462
0.309 354.766 57.5269
0.083 355.208 57.515
0.006 355.317 57.8384
0.265 355.323 57.2904
0.26 354.756 57.926
0.069 355.101 58.0166
0.303 355.153 57.2582
0.292 355.262 58.3402
0.296 355.742 57.5671
0.081 355.501 57.9346
0.081 355.522 57.7164
0.094 355.552 57.7447
0.118 355.403 58.1075
0.036 355.167 57.9706
0.143 355.491 58.0915
0.056 355.151 57.585
0.054 355.388 57.6127
0.04 355.35 57.6268
0.146 355.47 58.1124
0.133 355.354 57.4505
0.079 355.048 57.9952
0.015 355.348 57.8739
0.085 355.063 58.0239
0.045 355.436 57.9027
0.14 355.427 57.4704
0.345 355.316 58.3836
0.227 355.703 57.9484
0.064 355.1 57.5961
0.095 355.516 57.6439
0.06 355.174 58.0328
0.029 355.081 57.7754
0.202 354.856 58.0164
0.069 355.079 57.6006
0.313 355.305 57.2433
0.049 355.04 57.7308
0.111 355.578 57.7409
0.199 355.589 58.0896
0.26 354.918 57.4127
0.175 355.281 58.2171
0.012 355.141 57.7885
0.036 355.369 57.9482
0.223 355.509 58.195
0.378 355.067 57.2131
0.226 355.471 58.2209
0.012 355.206 57.9005
0.088 355.54 57.8644
0.127 354.897 57.7514
0.378 355.864 57.8365
0.127 355.337 57.4545
0.315 355.213 58.36
0.045 355.087 57.9354
0.219 355.604 58.1059
0.049 355.406 57.9573
0.003 355.283 57.8435
0.01 355.346 57.7717
0.027 355.207 57.9587
0.059 355.068 57.6388
0.054 355.168 57.5825
0.078 355.447 57.9975
0.388 355.707 57.3768
0.184 354.826 57.864
0.225 355.693 57.6304
0.208 355.658 57.5956
0.299 355.517 58.2774
0.082 355.277 57.5149
0.027 355.098 57.8614
0.153 355.526 57.5225
0.218 355.709 57.7155
0.098 354.955 57.6963
0.19 355.686 57.782
0.077 355.035 57.9755
0.119 355.583 57.7114
0.28 355.56 58.2288
0.365 354.646 57.7883
0.322 355.071 57.2616
0.097 354.99 57.6289
0.362 354.662 57.6706
0.349 354.959 57.2856
0.055 355.032 57.8864
0.177 355.631 57.9795
0.127 355.208 58.1539
0.073 355.39 57.5692
0.102 355.027 57.5711
0.298 355.608 58.212
0.301 355.358 58.3379
0.109 355.568 57.8903
0.149 355.634 57.8408
0.14 354.982 58.0614
0.329 354.678 57.838
0.101 354.96 57.6703
0.144 355.618 57.8938
0.192 354.976 57.4579
0.258 355.057 57.3301
0.222 355.268 58.2708
0.274 355.279 58.3226
0.076 355.133 57.5502
0.143 354.989 57.5263
0.341 355.734 57.4728
0.033 355.097 57.8981
0.064 355.356 57.5702
0.39 355.59 57.2762
0.348 354.815 57.4019
0.316 355.36 58.3512
0.031 355.088 57.8701
0.39 355.042 57.2112
0.121 355.578 57.9145
0.154 354.971 58.0764
0.236 354.849 58.0741
0.276 355.771 57.733
0.191 355.249 57.363
0.016 355.145 57.7298
0.182 355.026 58.1632
0.375 355.565 57.2747
0.002 355.209 57.8183
0.214 354.848 57.5713
0.054 355.482 57.8114
0.125 355.559 57.9713
0.127 355.251 58.1564
0.222 354.981 58.187
0.209 355.698 57.8916
0.279 355.766 57.9148
0.267 355.043 57.3264
0.296 355.08 57.2832
0.124 355.455 57.5135
0.293 354.958 58.2559
0.07 355.461 57.6409
0.012 355.36 57.8018
0.235 355.254 58.2848
0.005 355.27 57.7321
0.274 355.645 57.456
0.201 355.064 57.3923
0.364 355.808 57.5713
0.356 355.846 57.7825
0.223 355.334 57.3353
0.248 355.135 57.3155
0.202 355.696 57.8574
0.34 355.689 57.4158
0.163 355.356 57.4104
0.315 355.014 58.3094
0.188 354.872 58.0117
0.18 355.477 57.4415
0.08 355.143 58.062
0.243 354.804 58.0105
0.341 355.148 58.3749
0.058 355.457 57.9228
0.281 354.751 57.6213
0.215 354.92 58.1253
0.088 355.035 58.0046
0.268 355.747 57.9439
0.33 355.302 57.2279
0.254 355.479 57.351
0.366 354.697 57.5544
0.284 355.623 57.4198
0.145 355.235 58.1805
0.025 355.218 57.6451
0.123 355.599 57.8291
0.248 354.772 57.6602
0.279 355.128 58.314
0.325 355.197 57.2324
0.247 354.754 57.7682
0.211 355.499 57.4142
0.068 355.085 57.598
0.148 355.558 57.5696
0.327 355.428 58.3435
0.047 355.455 57.7287
0.084 355.133 58.0652
0.307 355.575 57.351
0.34 355.246 57.2169
0.123 355.441 57.5059
0.034 355.243 57.9843
0.294 354.891 58.2063
0.053 355.478 57.8284
0.017 355.352 57.8815
0.265 354.756 57.9443
0.257 355.636 58.1289
0.244 354.784 57.9645
0.373 355.829 57.9931
0.234 355.723 57.7006
0.06 355.49 57.8472
0.249 354.993 57.3721
0.325 355.494 57.2847
0.061 355.023 57.7021
0.177 354.832 57.8503
0.298 355.453 58.3068
0.273 354.858 57.4543
0.197 355.283 57.3574
0.057 355.176 57.5731
0.019 355.178 57.9175
0.145 355.547 57.5618
0.19 355.055 57.4103
0.013 355.312 57.896
0.054 355.422 57.6436
0.303 355.05 57.2872
0.26 354.747 57.885
0.193 354.818 57.7226
0.398 354.628 57.9058
0.149 354.865 57.7682
0.232 355.55 58.1765
0.016 355.193 57.9129
0.386 355.778 58.1281
0.203 354.998 57.4267
0.115 355.343 58.1262
0.029 355.414 57.7533
0.089 355.48 57.6103
0.137 355.351 58.156
0.042 355.428 57.902
0.055 355.48 57.8459
0.356 355.726 57.4404
0.034 355.416 57.8803
0.138 355.355 58.1562
0.099 355.276 58.1136
0.152 355.168 58.1811
0.337 355.431 57.2484
0.395 355.822 58.0607
0.091 355.021 57.9958
0.212 355.235 58.2602
0.39 354.687 58.0709
0.093 355.093 58.0617
0.009 355.305 57.8776
0.144 355.629 57.8042
0.153 355.469 57.4762
0.358 355.833 57.667
0.141 355.492 57.5131
0.078 355.391 57.5591
0.331 355.821 57.8735
0.37 355.197 58.406
0.005 355.215 57.8617
0.027 355.411 57.8307
0.366 354.878 57.3228
0.255 355.113 58.2859
0.303 355.159 57.2571
0.347 355.051 58.3543
0.344 354.878 58.2535
0.232 355.5 57.3881
0.039 355.366 57.9599
0.177 355.201 57.3821
0.1 354.951 57.9042
0.332 355.823 57.8631
0.186 355.102 57.3948
0.297 355.556 58.2507
0.066 355.063 57.6235
0.296 355.263 58.3439
0.103 354.929 57.7893
0.21 354.914 58.1117
0.241 355.513 57.3856
0.328 355.812 57.9111
0.071 355.389 58.0271
0.125 355.123 58.1301
0.171 354.837 57.7792
0.334 355.425 57.249
0.095 355.493 57.6099
0.293 354.807 58.1113
0.211 355.498 58.1866
0.09 355.089 57.547
0.04 355.188 57.6099
0.264 354.873 57.4504
0.349 354.736 57.5087
0.005 355.184 57.774
0.286 355.32 58.3301
0.304 355.696 57.4752
0.03 355.212 57.9689
0.1 355.351 58.0995
0.297 355.13 57.2685
0.277 355.774 57.8454
0.322 354.697 57.6731
0.104 354.929 57.8276
0.175 355.539 57.4972
0.32 355.359 57.245
0.039 355.114 57.9429
0.061 355.039 57.9289
0.06 355.463 57.9205
0.193 355.635 58.0112
0.229 354.829 57.5724
0.118 355.579 57.7008
0.292 355.676 58.1324
0.39 354.65 57.9729
0.375 354.85 58.264
0.098 355.035 57.5721
0.071 355.516 57.7814
0.209 355.604 57.5103
0.163 355.442 57.4446
0.139 355.367 58.154
0.338 354.744 58.0858
0.128 355.144 58.1417
0.112 355.574 57.885
0.122 355.376 58.1257
0.323 355.387 57.2485
0.212 355.073 57.3751
0.375 355.23 58.412
0.289 354.952 58.2476
0.176 355.471 58.1569
0.185 355.248 57.3699
0.194 355.66 57.6391
0.015 355.171 57.7063
0.152 354.874 57.6981
0.046 355.39 57.6378
0.39 355.3 57.1775
0.028 355.417 57.7923
0.351 355.636 58.2493
0.055 355.388 57.9897
0.076 354.977 57.762
0.164 355.138 58.189
0.05 355.47 57.7585
0.053 355.299 57.5751
0.231 354.966 58.1879
0.05 355.138 57.9936
0.08 355.176 58.073
0.081 354.991 57.6811
0.252 355.48 58.2463
0.189 355.04 57.4193
0.209 355.637 58.0436
0.363 354.952 57.2766
0.034 355.381 57.6699
0.007 355.313 57.7444
0.311 355.205 57.2442
0.118 355.593 57.7758
0.261 355.42 58.2818
0.2 355.525 57.4472
0.047 355.134 57.9834
0.035 355.427 57.7404
0.281 354.922 57.3833
0.079 355.095 58.0343
0.167 355.125 58.1891
0.042 355.343 57.6174
0.129 354.893 57.8355
0.122 354.901 57.8153
0.196 354.846 57.6197
0.361 354.683 57.6007
0.12 355.177 57.4614
0.103 355.035 58.038
0.086 355.215 58.0911
0.078 355.404 58.0331
0.018 355.317 57.6838
0.068 355.291 58.0576
0.276 355.316 58.3211
0.388 355.57 58.3343
0.209 355.105 58.2334
0.289 354.726 57.6813
0.071 355.455 57.9708
0.253 355.509 58.2309
0.236 355.126 57.3304
0.15 355.58 58.0024
0.122 355.595 57.7441
0.181 354.915 57.5373
0.144 355.51 58.0768
0.064 355.296 57.5513
0.022 355.291 57.9426
0.182 355.297 58.224
0.012 355.191 57.8922
0.064 355.097 57.5986
0.281 355.376 58.3149
0.06 355.488 57.7431
0.247 355.587 57.4344
0.02 355.321 57.9225
0.133 354.918 57.6488
0.209 354.833 57.9875
0.138 355.5 57.5255
0.128 355.228 58.1571
0.2 355.174 57.3594
0.006 355.234 57.7242
0.236 355.624 57.4899
0.042 355.049 57.7611
0.253 354.747 57.7943
0.288 355.207 58.335
0.121 355.336 58.137
0.201 354.804 57.8475
0.364 355.628 58.2703
0.307 355.804 57.7879
0.115 355.33 58.1295
0.334 355.319 57.2262
0.111 354.919 57.7641
0.392 354.695 57.5105
0.338 355.83 57.7673
0.075 355.047 57.9833
0.37 354.965 58.3376
0.257 354.945 57.3949
0.102 355.299 57.4844
0.022 355.255 57.9482
0.247 355.319 58.2922
0.223 355.575 58.1422
0.326 354.821 57.4235
0.386 355.791 57.4941
0.158 354.98 57.5082
0.317 355.23 57.2373
0.032 355.345 57.6484
0.388 355.737 58.1881
0.214 355.563 58.1406
0.04 355.432 57.7181
0.384 354.642 57.9194
0.288 355.777 57.8996
0.325 355.82 57.8125
0.104 355.01 58.0159
0.045 355.459 57.763
0.34 355.442 57.2493
0.365 354.768 57.4364
0.034 355.352 57.6463
0.096 355.379 58.0816
0.377 355.853 57.684
0.003 355.304 57.8082
0.059 355.074 57.9672
0.314 355.657 57.4151
0.35 355.295 57.2101
0.176 355.609 58.0176
0.071 355.177 58.0562
0.322 355.42 58.3415
0.338 355.241 58.3813
0.044 355.202 58.0041
0.205 354.93 57.4794
0.187 355.406 57.3966
0.31 354.902 58.2347
0.008 355.172 57.8441
0.08 355.524 57.7302
0.389 355.545 58.3495
0.29 355.466 58.2933
0.307 355.329 58.3483
0.148 355.076 58.1429
0.323 354.724 57.5837
0.333 354.732 57.5456
0.336 354.812 57.4207
0.073 355.505 57.7119
0.174 355.039 57.4401
0.233 354.771 57.8563
0.223 355.478 57.3866
0.122 354.924 57.9263
0.336 354.943 58.2918
0.182 354.977 57.4725
0.258 355.06 57.3288
0.224 354.818 57.9926
0.048 355.215 58.0162
0.136 355.269 57.4317
0.261 354.741 57.7574
0.301 355.725 57.5247
0.284 355.052 58.2947
0.248 354.901 57.4449
0.284 354.741 57.6412
0.034 355.301 57.9771
0.27 354.868 58.1518
0.391 354.831 58.2641
0.041 355.268 58.0017
0.218 354.884 58.0897
0.181 355.436 57.4176
0.042 355.455 57.7915
0.001 355.23 57.7756
0.106 354.971 57.6327
0.313 354.798 57.4708
0.106 354.943 57.6927
0.332 354.736 58.0605
0.013 355.136 57.7983
0.104 355.572 57.7765
0.108 355 58.0135
0.237 355.381 58.2687
0.23 355.702 57.9615
0.053 355.26 57.57
0.225 354.792 57.9225
0.011 355.147 57.7796
0.249 354.783 57.6248
0.287 355.085 57.2903
0.185 355.612 58.0319
0.132 354.914 57.9382
0.179 355.248 57.3769
0.244 355.268 57.3064
0.021 355.109 57.8328
0.211 355.331 58.2521
0.24 355.699 57.997
0.353 355.784 58.0601
0.335 354.714 58.019
0.324 355.281 58.3684
0.246 355.161 58.2879
0.121 355.595 57.7518
0.165 355.577 57.5586
0.06 355.492 57.8355
0.289 354.784 57.532
0.034 355.395 57.9143
0.003 355.266 57.7477
0.121 355.405 58.1114
0.324 354.967 57.3063
0.38 355.082 58.393
0.3 355.329 57.2579
0.001 355.23 57.7753
0.101 355.038 58.0365
0.176 354.87 57.9788
0.295 355.325 58.338
0.102 355.476 57.5744
0.262 355.602 58.1714
0.155 355.644 57.8117
0.034 355.287 57.6194
0.024 355.109 57.8647
0.381 355.238 58.4171
0.005 355.187 57.7673
0.136 355.601 57.6866
0.114 355.404 57.4998
0.073 355.242 58.0701
0.246 354.849 57.5082
0.23 355.311 57.3244
0.28 354.977 58.2536
0.233 354.848 58.0668
0.11 355.54 57.64
0.312 354.735 57.5845
0.223 354.778 57.8163
0.337 354.97 57.2917
0.351 355.842 57.8324
0.323 355.693 57.4435
0.272 355.037 57.3238
0.307 355.109 58.3357
0.182 355.661 57.6856
0.084 355.419 57.5643
0.17 354.931 57.5383
0.144 355.091 57.4553
0.138 354.926 57.6179
0.01 355.151 57.814
0.325 355.342 58.3626
0.278 355.465 57.3184
0.348 355.197 58.3876
0.39 354.97 58.3582
0.025 355.392 57.87
0.018 355.294 57.6733
0.194 355.101 57.3854
0.107 355.111 58.0961
0.058 355.111 57.9966
0.095 355.546 57.7129
0.028 355.129 57.9152
0.199 354.879 58.048
0.319 355.173 58.3595
0.158 355.5 57.4912
0.363 355.595 58.294
0.136 355.141 57.4477
0.035 355.169 57.6314
0.136 355.122 58.1459
0.14 354.894 57.6848
0.213 355.403 58.2353
0.096 355.046 57.5669
0.075 355.248 58.0739
0.247 355.747 57.8039
0.203 355.645 57.5837
0.316 355.805 57.8911
0.067 355.256 57.5412
0.094 355.417 58.057
0.087 354.97 57.7061
0.292 354.719 57.9001
0.141 354.927 57.9923
0.253 355.244 58.303
0.178 354.858 57.9552
0.05 355.328 57.5906
0.284 355.44 57.3021
0.045 355.268 57.5887
0.382 354.632 57.8238
0.111 355.569 57.7035
0.264 355.614 58.1626
0.289 355.776 57.9092
0.212 355.382 58.2411
0.138 354.912 57.6459
0.269 355.405 57.3049
0.015 355.23 57.9208
0.314 354.7 57.6919
0.168 355.075 58.1707
0.255 355.007 58.2427
0.383 354.765 57.415
0.014 355.179 57.7054
0.277 355.756 57.6563
0.014 355.22 57.6857
0.17 355.65 57.6999
0.072 355.202 58.064
0.047 355.33 58.0015
0.035 355.071 57.7449
0.103 355.016 57.5805
0.185 355.679 57.7731
0.156 354.878 57.9321
0.189 355.45 58.1862
0.113 354.915 57.7729
0.397 354.68 58.0679
0.157 355.334 57.4127
0.313 354.723 57.6121
0.284 355.707 58.0747
0.084 355.333 58.0778
0.309 355.678 58.1553
0.295 354.944 57.3516
0.078 355.175 57.531
0.307 354.945 57.3373
0.129 355.478 57.5221
0.07 355.502 57.8806
0.044 355.278 57.5922
0.389 355.37 58.4121
0.216 355.525 57.4256
0.375 355.849 57.6736
0.129 355.032 58.0856
0.238 355.735 57.7466
0.227 355.693 57.9741
0.078 355.123 57.551
0.104 355.336 58.1107
0.386 354.851 58.2759
0.331 354.694 57.9487
0.398 355.713 57.3719
0.175 355.548 58.0933
0.365 355.479 58.3591
0.291 355.138 57.2723
0.024 355.4 57.7604
0.088 355.046 58.0149
0.207 355.522 58.1645
0.239 355.718 57.6584
0.331 355.581 57.3296
0.003 355.295 57.8316
0.021 355.391 57.8328
0.066 355.418 57.6057
0.29 355.778 57.906
0.337 355.065 57.2499
0.082 355.496 57.9462
0.08 355.244 58.0828
0.182 355.296 57.3759
0.308 354.767 57.5272
0.376 355.855 57.9018
0.089 354.952 57.7795
0.292 355.639 57.4246
0.14 354.979 57.5416
0.009 355.326 57.8571
0.245 355.696 57.5844
0.272 355.124 58.3062
0.376 355.221 57.1875
0.089 355.316 58.091
0.166 355.657 57.8109
0.2 354.967 57.4534
0.28 355.172 58.3234
0.123 354.906 57.8668
0.368 355.442 58.3755
0.154 355.215 57.4091
0.264 354.754 57.9326
0.132 355.315 57.4425
0.071 355.136 57.5593
0.348 355.838 57.7572
0.049 355.204 58.0166
0.139 355.131 57.4466
0.161 355.576 58.0337
0.227 355.339 57.332
0.054 355.077 57.6447
0.321 355.605 58.2415
0.302 354.849 57.4243
0.069 355.492 57.9019
0.02 355.186 57.9263
0.325 355.598 57.3486
0.379 355.817 57.5593
0.34 354.815 57.4122
0.247 355.564 57.4147
0.294 354.752 57.5861
0.03 355.41 57.8653
0.3 354.722 57.654
0.122 354.92 57.9136
0.145 355.329 58.1726
0.258 355.469 58.2583
0.111 355.582 57.827
0.041 355.452 57.7856
0.361 355.845 57.8826
0.157 354.995 57.4965
0.194 354.954 57.4739
0.229 355.63 57.5085
0.1 355.251 58.1162
0.068 355.12 58.0261
0.111 355.408 57.5069
0.341 354.684 57.655
0.342 354.725 58.0567
0.014 355.36 57.7576
0.343 355.047 57.2505
0.091 354.95 57.7666
0.108 355.071 58.0758
0.246 355.666 58.0696
0.006 355.282 57.7293
0.204 354.809 57.8993
0.391 355.287 57.1758
0.141 355.141 58.1593
0.176 354.909 58.0446
0.393 355.178 58.4228
0.092 354.979 57.9352
0.099 354.943 57.8705
0.354 355.197 58.3926
0.002 355.288 57.823
0.294 355.311 57.2612
0.204 354.8 57.8337
0.112 354.956 57.9597
0.197 355.197 57.3594
0.006 355.22 57.8715
0.355 355.106 57.2218
0.125 355.596 57.7262
0.128 355.599 57.7191
0.008 355.307 57.7307
0.324 355.309 57.2339
0.333 354.879 58.2424
0.138 355.544 58.0274
0.028 355.203 57.9605
0.187 355.311 58.2281
0.044 355.092 57.9379
0.167 355.573 58.0503
0.354 354.83 57.3782
0.206 355.692 57.6963
0.071 355.34 57.5491
0.079 355.352 58.062
0.348 354.951 58.3087
0.063 355.426 57.6215
0.06 355.47 57.907
0.067 355.395 58.0143
0.337 355.165 57.2258
0.032 355.121 57.6758
0.034 355.378 57.6673
0.164 355.575 57.5582
0.183 355.105 58.2023
0.075 355.51 57.8874
0.313 354.971 58.2851
0.373 354.805 58.2178
0.346 354.716 58.0464
0.304 355.511 58.2859
0.095 355.446 57.5623
0.242 354.855 57.5072
0.035 355.342 57.963
0.06 355.281 58.0429
0.111 355.572 57.7151
0.231 355.434 57.356
0.315 354.719 57.982
0.212 355.157 57.3491
0.15 355.334 58.1781
0.352 355.832 57.9139
0.019 355.191 57.9246
0.312 355.74 57.5312
0.278 354.796 58.0681
0.048 355.123 57.9785
0.252 355.513 57.3721
0.067 355.504 57.7511
0.249 355.142 57.3127
0.111 355.401 57.5029
0.348 354.92 57.3108
0.112 355.555 57.938
0.351 355.502 57.264
0.183 355.454 57.4237
0.004 355.245 57.8631
0.057 355.41 57.6232
0.122 355.599 57.8106
0.028 355.342 57.66
0.189 355.572 57.508
0.114 355.02 58.0471
0.137 355.031 57.5017
0.321 354.705 57.6463
0.339 355.764 58.0726
0.087 354.971 57.7049
0.388 355.016 58.3771
0.364 355.559 57.2816
0.264 355.34 57.2941
0.171 355.384 58.1911
0.073 355.253 57.5298
0.048 355.054 57.7016
0.149 355.228 58.1854
0.021 355.308 57.6671
0.021 355.339 57.6859
0.149 355.636 57.8137
0.144 355.153 58.1669
0.391 355.699 57.3647
0.085 355.156 57.5239
0.126 355.158 57.4572
0.181 355.606 57.5676
0.018 355.381 57.7698
0.228 355.564 58.1597
0.201 354.802 57.8183
0.295 355.093 57.28
0.09 354.961 57.7196
0.097 355.475 57.5849
0.081 355.243 57.5155
0.398 354.728 57.4462
0.369 355.613 58.2873
0.182 355.62 58.0116
0.107 355.235 57.4732
0.184 355.291 58.227
0.005 355.234 57.8688
0.248 355.655 58.09
0.221 354.792 57.9045
0.396 354.678 57.5374
0.335 355.495 57.2756
0.217 355.281 57.3352
0.334 355.809 57.6541
0.269 355.673 58.0995
0.061 355.246 57.553
0.178 354.926 57.5301
0.225 355.69 57.9779
0.192 355.203 58.2356
0.024 355.202 57.6527
0.047 355.11 57.6344
0.146 354.966 58.0556
0.315 355.805 57.8817
0.219 355.652 58.0399
0.151 354.98 57.5202
0.185 355.653 57.6496
0.364 355.603 58.2894
0.258 354.868 58.1343
0.138 355.18 57.4352
0.048 355.035 57.8422
0.081 355.235 58.0842
0.254 355.49 58.2433
0.176 354.902 58.0343
0.289 355.352 57.2721
0.135 354.92 57.9617
0.069 355.358 57.5607
0.288 355.787 57.7988
0.072 355.506 57.7211
0.178 355.518 57.4743
0.134 354.884 57.8069
0.124 355.259 58.152
0.036 355.134 57.9503
0.388 355.804 57.5161
0.053 355.48 57.7849
0.031 355.425 57.7852
0.204 355.702 57.7941
