theta2 RA DEC
0.011 355.355 57.7939
0.201 354.857 58.0162
0.087 355.502 57.9526
0.003 355.296 57.8297
0.007 355.203 57.8694
0.129 354.932 57.9674
0.181 354.947 58.0988
0.17 354.959 58.0916
0.319 355.186 57.2389
0.205 355.148 58.2412
0.097 355.09 58.0674
0.214 355.46 58.2123
0.055 355.376 57.998
0.121 354.917 57.6994
0.351 355.152 58.3843
0.169 354.846 57.8786
0.335 355.812 57.9381
0.02 355.124 57.8635
0.12 355.561 57.6468
0.116 355.009 58.0403
0.285 354.733 57.6666
0.089 355.319 57.5098
0.28 355.703 57.5262
0.353 355.036 57.2457
0.15 355.262 57.4129
0.204 354.818 57.9305
0.053 355.021 57.7733
0.149 355.16 57.4246
0.018 355.123 57.7581
0.016 355.365 57.7463
0.071 355.329 58.0545
0.185 355.125 58.2116
0.206 355.111 57.3679
0.344 355.67 58.2093
0.054 355.459 57.6977
0.384 355.78 58.1213
0.045 355.376 57.6292
0.042 355.174 57.6097
0.392 355.875 57.8359
0.338 355.24 58.3813
0.072 355.083 58.0101
0.005 355.179 57.7986
0.16 354.969 57.5154
0.251 355.497 57.364
0.045 355.381 57.9667
0.023 355.395 57.7563
0.149 355.3 58.1828
0.064 355.475 57.6843
0.036 355.256 57.9896
0.072 355.366 57.5579
0.224 355.608 58.11
0.288 355.533 57.3443
0.173 355.661 57.735
0.094 354.988 57.9591
0.059 355.44 57.649
0.031 355.272 57.6253
0.257 355.024 57.3461
0.008 355.306 57.7305
0.053 355.034 57.7215
0.192 355.242 57.3619
0.195 355.675 57.6817
0.106 355.353 57.4913
0.172 354.865 57.9532
0.044 355.406 57.9403
0.325 355.808 57.6846
0.229 355.536 57.4161
0.326 354.719 58.011
0.084 354.992 57.6689
0.096 354.995 57.976
0.305 355.802 57.8287
0.258 355.648 57.4843
0.072 355.511 57.8623
0.373 355.203 58.409
0.275 355.131 58.3108
0.165 355.551 58.0727
0.235 355.065 57.3521
0.2 355.267 57.3531
0.34 355.821 57.9168
0.08 355.285 57.5193
0.312 354.714 57.9584
0.254 354.796 57.5802
0.011 355.162 57.7425
0.146 354.98 58.0701
0.327 355.365 57.2399
0.093 355.469 57.5876
0.396 355.681 57.3416
0.131 355.133 57.4575
0.309 355.06 57.2776
0.102 354.961 57.9362
0.196 354.945 57.4794
0.018 355.225 57.6683
0.175 354.886 58.0056
0.367 355.511 58.3469
0.141 355.498 57.5176
0.153 355.603 57.9682
0.016 355.151 57.7207
0.316 355.573 57.3402
0.013 355.349 57.857
0.298 354.715 57.693
0.331 355.63 58.2322
0.308 354.88 58.2133
0.326 355.788 57.9906
0.179 355.653 57.93
0.286 355.707 57.523
0.011 355.153 57.8405
0.017 355.329 57.696
0.374 354.676 58.01
0.359 355.496 57.2539
0.083 355.169 57.5236
0.319 354.685 57.8105
0.18 354.866 57.9794
0.353 355.223 58.3935
0.101 355.284 58.116
0.155 355.056 58.1425
0.348 355.337 58.3834
0.377 355.55 57.2641
0.181 355.63 57.6083
0.158 355.122 58.1763
0.113 355.586 57.8203
0.325 355.795 57.9677
0.015 355.296 57.6866
0.228 354.923 58.1481
0.055 355.386 57.6086
0.278 354.732 57.8985
0.205 355.025 58.1926
0.023 355.122 57.8808
0.292 354.716 57.7145
0.118 355.537 57.6117
0.043 355.438 57.7119
0.163 355.113 58.18
0.331 355.789 57.599
0.283 355.716 58.0574
0.095 355.474 58.0114
0.348 355.626 58.2547
0.056 355.229 58.0357
0.251 355.711 57.9961
0.238 354.815 57.5792
0.026 355.347 57.6711
0.063 355.001 57.765
0.271 354.919 57.3985
0.355 355.641 58.2494
0.347 355.554 58.3049
0.152 355.638 57.8387
0.365 355.18 58.4001
0.199 355.617 58.0543
0.178 355.459 57.4335
0.19 355.069 58.1964
0.027 355.388 57.8885
0.38 355.41 57.2046
0.048 355.309 57.5891
0.207 354.825 57.6363
0.235 354.771 57.8755
0.032 355.42 57.8556
0.217 355.649 57.5589
0.016 355.148 57.8752
0.354 355.641 57.3519
0.243 354.792 57.982
0.029 355.301 57.6374
0.005 355.268 57.8684
0.014 355.364 57.833
0.022 355.386 57.7415
0.335 354.884 57.352
0.048 355.076 57.6675
0.059 355.023 57.8865
0.157 355.459 57.4634
0.062 355.448 57.9503
0.101 355.288 58.1156
0.013 355.165 57.8759
0.183 355.31 57.3764
0.256 355.756 57.8052
0.193 355.201 57.3634
0.069 355.512 57.7795
0.099 354.979 57.9598
0.119 355.555 57.9607
0.319 355.078 58.3379
0.312 354.928 58.2565
0.317 355.808 57.8772
0.243 354.764 57.883
0.345 355.565 57.3045
0.253 355.47 57.3479
0.08 354.972 57.7493
0.208 355.369 57.3598
0.124 354.941 57.6314
0.382 355.114 57.1971
0.35 355.831 57.9132
0.326 355.059 58.3381
0.171 355.105 57.4128
0.047 355.377 57.6243
0.162 354.912 57.581
0.339 355.419 57.2428
0.326 355.394 58.3525
0.051 355.331 57.5892
0.308 355.126 58.3409
0.082 355.288 57.5161
0.032 355.418 57.8602
0.107 354.924 57.7743
0.364 354.969 58.3337
0.031 355.395 57.6994
0.282 355.728 57.5687
0.145 355.442 58.1288
0.096 354.985 57.6389
0.126 354.902 57.7291
0.008 355.167 57.8329
0.112 354.917 57.8319
0.309 354.75 57.5578
0.058 355.461 57.9161
0.111 355.583 57.7924
0.016 355.179 57.6956
0.303 354.7 57.8117
0.278 355.47 57.3209
0.113 354.923 57.7232
0.372 355.849 57.9155
0.307 354.789 57.492
0.361 355.661 57.3615
0.304 355.488 57.3028
0.052 355.467 57.8707
0.186 354.988 57.4572
0.247 354.801 57.586
0.126 355.389 57.4734
0.144 354.872 57.7666
0.029 355.08 57.7836
0.118 354.907 57.796
0.328 354.687 57.9041
0.057 355.055 57.6621
0.116 355.035 57.5362
0.334 354.991 58.3166
0.292 355.434 57.292
0.329 354.711 57.604
0.116 355.583 57.7278
0.305 355.31 58.349
0.321 354.69 57.7146
0.27 355.766 57.8604
0.149 354.864 57.7867
0.123 355.279 57.4505
0.302 355.651 57.4241
0.132 355.365 57.4554
0.114 354.929 57.6952
0.271 354.825 58.1009
0.183 355.66 57.6767
0.211 355.295 57.3429
0.009 355.252 57.7051
0.158 355.286 57.4041
0.144 355.013 58.0966
0.204 355.378 58.2333
0.156 355.561 58.044
0.058 355.473 57.7101
0.211 355.636 58.0483
0.275 355.723 58.0267
0.236 354.764 57.8045
0.242 355.38 58.2743
0.393 354.95 57.2496
0.277 355.324 58.3211
0.169 355.633 57.9498
0.12 355.403 58.1108
0.054 355.162 57.5851
0.276 355.746 57.9723
0.021 355.11 57.762
0.192 355.675 57.6936
0.356 354.962 57.2772
0.011 355.145 57.8007
0.13 354.89 57.8207
0.011 355.283 57.8997
0.307 354.852 57.415
0.039 355.069 57.8784
0.197 354.812 57.7296
0.041 355.048 57.817
0.375 355.104 58.3946
0.163 354.867 57.6735
0.302 354.873 57.4001
0.272 355.253 57.2785
0.23 355.721 57.8898
0.053 355.399 57.9757
0.326 355.422 58.3443
0.21 355.231 57.3421
0.264 355.759 57.8668
0.002 355.245 57.7556
0.185 355.644 57.6276
0.166 355.022 58.1374
0.181 354.97 57.48
0.338 355.66 57.3874
0.145 354.871 57.767
0.217 355.621 57.5178
0.17 355.235 57.3879
0.099 355.498 57.9932
0.386 355.867 57.728
0.391 355.865 57.9138
0.046 355.122 57.6282
0.011 355.221 57.9007
0.083 355.488 57.6373
0.001 355.222 57.8153
0.377 354.789 58.2055
0.329 355.022 57.2736
0.22 354.919 57.468
0.003 355.195 57.7949
0.39 355.622 58.302
0.099 355.457 57.5631
0.015 355.129 57.8216
0.362 355.804 58.0342
0.108 355.12 57.498
0.074 355.182 57.5366
0.319 355.441 58.3315
0.354 355.628 58.2593
0.302 355.399 58.3289
0.388 355.745 58.1775
0.066 355.468 57.6634
0.339 355.113 58.3659
0.108 355.553 57.9268
0.376 355.829 58.0007
0.283 355.586 58.2123
0.058 355.444 57.6566
0.388 355.869 57.7341
0.26 355.114 57.3086
0.168 354.906 57.5767
0.096 355.483 58.0039
0.102 355.327 58.11
0.254 354.758 57.6912
0.358 355.847 57.7625
0.124 354.99 57.5627
0.368 354.84 58.2469
0.211 355.619 57.5266
0.163 354.917 57.572
0.253 354.896 58.1578
0.324 355.801 57.6578
0.137 355.589 57.6525
0.018 355.371 57.8571
0.029 355.408 57.8627
0.386 355.557 58.34
0.148 355.211 57.4173
0.128 355.12 58.1335
0.051 355.036 57.8735
0.33 354.703 57.6246
0.31 355.192 58.3537
0.367 354.72 57.5059
0.132 355.2 58.1598
0.271 355.33 58.3143
0.34 355.095 57.2379
0.207 355.452 58.2076
0.193 355.665 57.9434
0.139 355.608 57.9031
0.125 355.397 58.1217
0.276 355.494 58.2655
0.18 355.26 57.3758
0.389 354.628 57.8397
0.311 355.731 58.0818
0.359 354.67 57.6509
0.078 355.192 58.0731
0.38 355.245 57.1836
0.037 355.264 57.6082
0.382 355.048 58.3842
0.248 354.776 57.6487
0.026 355.091 57.8241
0.206 355.63 57.5512
0.217 355.653 57.5659
0.283 354.724 57.8794
0.28 355.278 57.2716
0.173 355.198 57.3873
0.378 355.68 58.239
0.102 354.931 57.8213
0.025 355.239 57.6423
0.06 355.038 57.6777
0.222 355.69 57.9673
0.009 355.249 57.7051
0.36 355.103 57.2184
0.28 355.135 58.3165
0.061 355.497 57.807
0.065 355.3 58.05
0.041 355.102 57.9382
0.126 355.576 57.9399
0.025 355.139 57.687
0.04 355.435 57.8771
0.346 355.719 58.1549
0.003 355.238 57.8534
0.034 355.198 57.623
0.044 355.113 57.9586
0.195 355.685 57.8737
0.129 355.602 57.7283
0.362 355.597 58.2912
0.066 355.348 57.5623
0.272 355.583 58.2012
0.049 355.257 57.5788
0.231 355.36 58.2679
0.204 354.824 57.6509
0.078 355.009 57.6582
0.13 354.935 57.6244
0.007 355.3 57.733
0.226 355.725 57.8205
0.375 355.282 58.4115
0.152 355.387 57.4351
0.29 355.538 58.2551
0.034 355.18 57.6293
0.327 355.155 58.364
0.104 354.972 57.963
0.08 355.348 58.0653
0.143 354.874 57.8392
0.057 355.489 57.8
0.392 354.777 58.21
0.335 355.828 57.8329
0.347 355.361 57.2215
0.209 355.154 57.353
0.255 354.787 58.0008
0.141 355.583 57.6256
0.004 355.198 57.8357
0.072 355.435 57.6054
0.113 355.553 57.9446
0.131 355.291 58.1596
0.047 355.372 57.6207
0.264 355.105 57.307
0.157 355.017 57.4794
0.168 354.902 58.0171
0.162 355.486 57.4742
0.387 355.828 58.0312
0.031 355.13 57.6709
0.152 354.975 58.0765
0.341 354.72 58.0449
0.149 355.563 57.5744
0.146 354.932 57.5884
0.048 355.265 57.5814
0.096 354.964 57.6808
0.287 355.779 57.8848
0.066 355.395 58.0123
0.251 354.75 57.8298
0.217 355.715 57.8217
0 355.25 57.8
0.129 355.468 58.0854
0.139 355.612 57.7096
0.222 355.121 57.3469
0.055 355.373 57.6001
0.248 355.192 57.3054
0.276 355.739 57.9919
0.248 355.049 57.3443
0.319 355.666 57.418
0.15 355.048 58.1304
0.134 355.4 58.1339
0.021 355.158 57.9121
0.159 355.09 58.1654
0.184 355.632 57.6041
0.056 355.487 57.8043
0.271 355.056 57.3168
0.209 355.384 57.3629
0.24 355.694 58.008
0.211 354.8 57.89
0.004 355.213 57.749
0.377 354.823 58.2416
0.289 355.723 57.5447
0.035 355.403 57.9072
0.358 355.805 57.5754
0.019 355.262 57.6627
0.03 355.32 57.9585
0.191 355.261 57.3631
0.172 355.316 58.2095
0.081 355.376 57.5449
0.207 355.327 57.3516
0.361 355.537 58.3277
0.192 355.678 57.8942
0.299 355.555 58.2539
0.11 355.544 57.9533
0.073 355.031 57.9578
0.175 355.664 57.8633
0.303 355.8 57.7871
0.15 355.254 58.1873
0.289 354.998 58.2751
0.107 355.554 57.9198
0.226 354.796 57.9398
0.219 355.412 58.239
0.324 355.577 57.3342
0.122 355.496 58.0477
0.102 355.374 58.0943
0.291 355.678 58.1278
0.165 355.574 58.0455
0.34 354.939 58.2931
0.099 355.285 57.4873
0.355 354.755 58.1317
0.209 354.793 57.7856
0.155 354.856 57.7922
0.072 354.997 57.7116
0.123 355.023 57.5324
0.349 354.659 57.8029
0.166 354.868 57.6584
0.055 355.061 57.9386
0.266 355.752 57.6831
0.257 355.213 58.3056
0.088 355.323 57.5124
0.058 355.042 57.6786
0.13 355.603 57.7247
0.116 355.547 57.9676
0.068 355.505 57.8528
0.362 355.567 58.3112
0.074 355.429 58.0047
0.343 355.662 58.2163
0.064 355.142 58.0287
0.001 355.236 57.7716
0.125 354.98 57.5716
0.082 355.116 57.5467
0.095 355.409 57.5362
0.303 355.787 57.6777
0.184 354.877 57.5885
0.105 355.574 57.7899
0.062 355.162 57.567
0.273 355.197 57.2802
0.057 355.12 58.0005
0.117 355.559 57.6536
0.04 355.084 57.9121
0.271 355.276 58.3199
0.127 355.308 58.1516
0.382 355.715 58.2068
0.113 355.13 58.1139
0.387 355.314 57.1812
0.153 355.151 57.4215
0.096 355.547 57.7127
0.042 355.131 57.6331
0.196 355.653 57.9831
0.3 354.842 58.1651
0.035 355.374 57.6599
0.284 355.578 57.3802
0.118 355.463 58.0693
0.03 355.09 57.8673
0.193 355.108 57.3843
0.31 355.364 58.345
0.109 354.95 57.6627
0.263 355.176 58.3074
0.109 354.95 57.9379
0.036 355.072 57.866
0.326 354.788 57.4648
0.099 355.383 58.085
0.311 354.809 58.1413
0.226 355.627 58.0899
0.067 354.995 57.7544
0.201 355.516 58.1609
0.121 354.94 57.6416
0.027 355.24 57.636
0.181 354.838 57.6931
0.15 355.583 57.9983
0.016 355.376 57.8047
0.357 355.408 57.2236
0.006 355.308 57.8508
0.271 355.304 58.3178
0.242 355.217 57.3092
0.322 355.702 57.4565
0.093 355.363 57.5169
0.379 354.647 57.9245
0.335 355.542 58.3
0.348 354.941 58.3023
0.015 355.196 57.91
0.133 354.895 57.7177
0.277 355.337 57.2809
0.347 355.425 57.2374
0.179 355.65 57.6635
0.311 355.207 58.356
0.157 354.901 57.9869
0.351 355.552 57.2903
0.386 354.852 58.2769
0.078 355.516 57.8862
0.116 354.969 57.6075
0.137 355.144 58.1547
0.233 355.706 57.6422
0.038 355.31 57.6146
0.15 355.628 57.8851
0.081 355.533 57.7713
0.049 355.385 57.9751
0.276 355.186 57.2786
0.101 355.323 58.1093
0.132 355.425 57.4819
0.079 355.087 57.5709
0.081 355.348 57.5326
0.209 354.848 58.018
0.323 355.083 57.2568
0.333 354.778 58.1323
0.334 354.933 57.317
0.226 354.8 57.9526
0.387 354.929 58.3329
0.233 355.362 58.2695
0.368 355.733 57.4323
0.175 354.896 58.0226
0.386 355.861 57.6891
0.274 355.361 57.2885
0.397 354.64 57.9589
0.298 355.296 57.2561
0.361 355.172 57.2042
0.367 354.889 57.3137
0.081 355.011 57.9545
0.378 354.989 57.2433
0.372 355.791 57.5191
0.053 355.069 57.9427
0.201 354.804 57.849
0.2 355.128 57.3698
0.063 355.498 57.7606
0.298 355.402 58.3242
0.279 355.747 57.9794
0.064 355.238 58.0527
0.26 354.796 57.568
0.087 355.034 57.5993
0.241 355.323 58.2854
0.253 355.692 58.0397
0.149 354.919 57.9983
0.009 355.198 57.8791
0.084 355.161 58.0759
0.365 355.601 57.3084
0.394 355.873 57.7264
0.373 355.607 57.3042
0.215 355.247 57.3363
0.385 354.641 57.6817
0.295 355.469 57.3032
0.18 355.659 57.6869
0.046 355.1 57.9537
0.293 354.728 57.6581
0.254 355.726 57.9653
0.398 354.626 57.8921
0.214 354.987 57.4195
0.178 355.277 58.221
0 355.25 57.8
0.336 355.777 57.559
0.153 354.904 57.6173
0.035 355.429 57.856
0.37 355.766 57.4773
0.12 355.519 57.5813
0.063 355.048 57.9494
0.056 355.286 57.5661
0.374 354.64 57.8371
0.17 355.419 57.4237
0.05 355.426 57.6617
0.29 355.514 58.2694
0.231 354.821 57.5838
0.179 355.459 57.4322
0.372 355.099 57.2091
0.116 355.357 58.1235
0.189 355.416 57.398
0.198 355.589 58.0886
0.029 355.127 57.9181
0.047 355.202 57.5886
0.233 354.822 57.5771
0.35 354.854 57.3606
0.145 355.344 58.1689
0.166 355.631 57.944
0.198 354.917 58.0956
0.02 355.384 57.8439
0.248 355.143 58.2863
0.007 355.328 57.77
0.274 354.979 58.2479
0.266 355.725 57.6002
0.375 354.65 57.678
0.001 355.253 57.8314
0.148 355.025 58.1124
0.371 355.81 57.5609
0.019 355.12 57.8447
0.083 355.084 57.5643
0.384 355.625 57.3068
0.332 354.685 57.9109
0.342 355.649 58.2274
0.235 355.558 58.1741
0.288 355.23 58.3363
0.207 354.844 58.0046
0.084 355.24 57.5104
0.208 355.554 57.4604
0.341 354.92 57.3181
0.249 355.674 58.0638
0.204 355.37 57.3645
0.024 355.364 57.6955
0.132 355.398 58.1319
0.304 355.721 57.514
0.061 355.497 57.7944
0.06 355.273 58.0439
0.094 355.552 57.7471
0.218 354.828 57.6004
0.076 355.026 57.6399
0.148 354.893 57.657
0.171 355.319 58.2077
0.177 355.474 58.1563
0.069 355.047 57.9668
0.076 355.289 57.5271
0.029 355.408 57.8642
0.245 355.668 57.5342
0.053 355.083 57.9589
0.176 354.969 57.4886
0.329 355.239 58.3735
0.298 354.766 58.0519
0.162 355.411 58.1689
0.276 354.823 57.4938
0.308 355.15 57.2542
0.368 354.76 57.4423
0.369 355.58 57.29
0.372 355.221 57.1908
0.105 355.572 57.84
0.201 355.446 58.203
0.189 354.941 57.494
0.051 355.394 57.6261
0.34 355.065 57.2471
0.132 355.552 58.0017
0.358 355.647 58.2473
0.212 355.321 57.345
0.087 355.386 58.0619
0.057 355.116 57.9979
0.012 355.359 57.7958
0.132 355.32 57.4435
0.239 355.731 57.8873
0.002 355.282 57.8309
0.315 355.731 57.5112
0.213 355.212 57.3401
0.294 355.791 57.7694
0.081 355.236 57.5157
0.277 355.764 57.9149
0.012 355.247 57.6905
0.037 355.442 57.7959
0 355.25 57.8
0.141 355.625 57.7887
0.185 354.959 57.4828
0.242 355.74 57.8418
0.15 355.017 57.4903
0.363 355.426 58.3762
0.08 355.414 57.5696
0.379 355.369 57.196
0.116 355.175 57.4677
0.19 355.686 57.7989
0.202 355.301 57.3535
0.084 354.976 57.8933
0.214 355.502 58.1882
0.231 355.634 57.5106
0.292 355.745 57.5836
0.116 355.065 58.0861
0.344 354.791 58.1656
0.185 355.524 57.4685
0.321 355.287 57.2346
0.16 355.462 57.4606
0.03 355.087 57.7418
0.326 354.689 57.9049
0.161 355.118 57.4211
0.041 355.06 57.7301
0.047 355.459 57.8577
0.098 355.278 58.1118
0.076 355.402 57.57
0.307 354.95 57.334
0.24 354.79 57.6313
0.143 354.966 57.5507
0.068 354.991 57.8302
0.003 355.23 57.8511
0.21 355.695 57.6898
0.236 355.156 58.2766
0.325 354.747 57.5317
0.08 354.982 57.8908
0.008 355.332 57.8356
0.342 354.838 58.2147
0.376 355.847 57.9391
0.089 355.008 57.9747
0.089 355.548 57.7848
0.164 355.282 57.3963
0.351 355.841 57.7644
0.299 355.159 57.2609
0.198 355.409 57.3846
0.151 355.637 57.7682
0.237 354.862 57.5062
0.374 355.776 57.4885
0.204 355.247 58.2517
0.048 355.458 57.8696
0.158 355.038 57.4636
0.365 355.711 58.1903
0.14 355.074 58.13
0.225 355.724 57.8097
0.225 354.889 58.1073
0.205 355.446 57.3921
0.182 354.982 57.4682
0.15 355.123 57.4342
0.19 355.098 58.2085
0.247 355.016 57.3617
0.091 355.25 58.1017
0.251 354.757 57.8887
0.301 355.177 57.2562
0.031 355.421 57.7574
0.315 355.376 58.347
0.154 355.443 57.4585
0.215 355.666 58.0055
0.288 355.786 57.7866
0.002 355.211 57.7778
0.085 355.124 58.0631
0.289 355.767 57.6529
0.222 354.784 57.7336
0.381 354.899 58.308
0.389 355.491 57.2247
0.116 354.977 58.0043
0.016 355.132 57.8461
0.184 355.616 58.0231
0.224 355.452 57.3718
0.391 355.213 58.4242
0.285 355.684 58.111
0.239 354.761 57.8165
0.041 355.159 57.6189
0.113 354.933 57.9115
0.072 355.512 57.8589
0.034 355.231 57.6166
0.084 355.087 57.5604
0.226 354.775 57.7726
0.112 354.921 57.7401
0.164 355.434 57.4392
0.197 355.545 58.1315
0.297 355.143 58.3343
0.328 355.711 58.1401
0.066 355.299 58.0521
0.027 355.132 57.6853
0.148 354.929 57.5885
0.216 354.904 57.4895
0.138 354.882 57.7484
0.106 355.523 57.9774
0.357 355.834 57.6744
0.31 355.8 57.7118
0.197 355.611 57.5413
0.039 355.434 57.8729
0.01 355.341 57.7577
0.375 355.156 58.4052
0.351 355.619 58.2634
0.136 355.374 58.1475
0.185 354.935 57.5068
0.211 355.184 58.2545
0.398 355.626 58.3064
0.305 355.097 57.2692
0.269 355.768 57.8327
0.105 355.573 57.7733
0.101 355.518 57.9702
0.043 355.113 57.9555
0.176 355.332 58.2114
0.394 355.395 57.1894
0.208 355.623 57.5369
0.217 354.878 57.5197
0.311 355.76 57.5748
0.211 355.488 58.1928
0.115 354.923 57.7087
0.358 354.719 57.5234
0.173 355.063 57.4282
0.051 355.085 57.6458
0.026 355.304 57.6482
0.001 355.268 57.774
0.376 355.025 58.3705
0.316 355.014 57.2897
0.103 355.493 58.0096
0.017 355.12 57.796
0.148 354.88 57.6946
0.157 355.442 58.1464
0.066 355.501 57.7461
0.009 355.337 57.762
0.285 354.863 58.1681
0.129 355.27 58.1586
0.013 355.209 57.6938
0.337 354.798 58.1637
0.396 354.638 57.6542
0.336 355.464 57.2615
0.005 355.187 57.7682
0.083 355.004 57.6503
0.324 355.614 58.2376
0.011 355.236 57.904
0.198 355.581 57.5027
0.1 354.936 57.8353
0.153 354.912 57.9973
0.061 355.468 57.9157
0.082 355.493 57.9517
0.182 355.644 57.6353
0.286 355.756 57.627
0.096 355.077 58.057
0.329 355.581 57.3314
0.333 355.286 58.376
0.006 355.195 57.745
0.36 355.807 57.5782
0.191 354.814 57.8273
0.085 355.535 57.8611
0.317 354.688 57.7714
0.233 355.203 58.2804
0.346 355.531 57.2832
0.03 355.107 57.8974
0.347 354.897 57.3283
0.376 354.641 57.7285
0.083 355.078 57.5689
0.211 354.802 57.9
0.188 355.262 58.2334
0.003 355.218 57.7553
0.061 355.067 57.9656
0.168 355.261 58.2097
0.139 355.428 58.1277
0.064 355.502 57.8197
0.374 355.288 57.1896
0.007 355.182 57.7511
0.023 355.386 57.8668
0.207 354.867 57.5548
0.238 354.865 58.1002
0.374 355.527 57.2548
0.107 354.953 57.6638
0.224 355.318 58.2683
0.117 354.91 57.841
0.1 355.452 58.043
0.324 355.317 57.2348
0.214 355.016 58.1988
0.257 355.292 58.3052
0.265 355.584 58.1918
0.334 354.755 58.0976
0.067 355.283 57.5433
0.199 355.15 58.2348
0.358 355.418 57.2258
0.375 355.854 57.898
0.041 355.184 57.9914
0.172 355.639 57.9438
0.217 354.816 57.9686
0.096 355.242 57.4903
0.032 355.121 57.6763
0.119 355.583 57.8884
0.277 355.738 57.9962
0.384 355.619 58.2982
0.334 355.557 58.2898
0.039 355.096 57.6763
0.179 354.92 57.5347
0.096 355.196 57.4949
0.282 355.484 58.2769
0.286 355.06 58.2998
0.173 355.267 58.2156
0.277 355.648 58.1441
0.387 355.854 57.652
0.393 355.755 58.1721
0.116 354.936 57.6675
0.079 355.441 58.006
0.17 354.85 57.9
0.224 355.397 58.2497
0.297 355.793 57.7597
0.372 354.694 57.5484
0.368 355.471 58.3651
0.055 355.041 57.9069
0.307 355.799 57.8739
0.12 354.946 57.6345
0.229 355.227 57.322
0.194 355.68 57.8961
0.171 355.476 58.1461
0.385 355.84 57.6081
0.089 355.452 57.5802
0.246 355.72 57.6414
0.354 355.538 57.2794
0.29 355.76 57.9736
0.137 354.922 57.971
0.155 354.857 57.8236
0.169 354.846 57.7258
0.006 355.327 57.789
0.212 355.533 58.1634
0.389 355.578 58.3302
0.115 354.968 57.9885
0.265 355.731 57.616
0.004 355.313 57.8035
0.183 355.677 57.8318
0.008 355.161 57.8024
0.309 355.177 57.2489
0.081 355.309 57.5215
0.089 355.406 57.546
0.047 355.072 57.9244
0.334 354.672 57.78
0.187 354.921 58.0803
0.334 355.044 57.2601
0.356 354.792 58.1825
0.294 354.737 57.9746
0.074 355.283 57.5299
0.107 355.174 57.4817
0.339 355.569 58.2869
0.048 355.403 57.9572
0.13 355.429 57.4871
0.334 354.973 58.3072
0.051 355.27 58.025
0.144 355.139 58.1628
0.345 354.671 57.7037
0.071 355.069 57.6048
0.106 355.541 57.9459
0.382 355.528 58.3522
0.106 355.286 58.1236
0.381 355.51 57.2402
0.202 355.295 57.3529
0.054 355.16 58.0142
0.266 355.691 58.0668
0.056 355.22 58.0348
0.394 354.717 58.132
0.096 355.353 58.0923
0.044 355.215 58.0068
0.394 355.691 58.247
0.361 355.591 58.2949
0.039 355.238 57.9971
0.167 355.53 58.0974
0.205 354.87 58.0462
0.38 354.838 58.2587
0.041 355.4 57.9356
0.294 355.791 57.7642
0.178 355.152 57.3897
0.348 355.343 58.3825
0.162 354.852 57.7427
0.098 355.55 57.8906
0.286 354.722 57.8862
0.275 355.675 58.1076
0.172 355.265 58.2145
0.215 355.389 58.2424
0.286 355.255 58.3348
0.155 355.502 57.4978
0.056 355.216 57.5658
0.165 355.421 58.1684
0.337 355.724 58.1352
0.225 354.811 57.9795
0.133 354.886 57.8252
0.078 355.28 57.5223
0.253 355.64 57.4827
0.357 355.512 57.2632
0.141 355.106 57.4533
0.17 355.063 57.4325
0.034 355.405 57.9006
0.037 355.383 57.6606
0.181 354.878 58.0065
0.155 355.636 57.7222
0.22 354.97 58.176
0.1 355.445 57.5513
0.093 355.49 57.612
0.051 355.315 58.0164
0.221 355.6 57.4857
0.051 355.463 57.7239
0.081 355.376 58.0552
0.236 355.45 58.2429
0.122 355.584 57.6976
0.189 355.513 58.1461
0.376 354.962 58.3416
0.245 354.935 57.418
0.01 355.328 57.7371
0.261 355.53 58.2272
0.246 355.71 57.6151
0.168 355.643 57.9164
0.379 355.203 58.4138
0.371 354.801 58.2117
0.214 354.958 57.4415
0.014 355.325 57.7083
0.286 355.734 57.5723
0.037 355.323 57.9779
0.203 354.804 57.7371
0.035 355.349 57.6412
0.229 355.655 57.5451
0.16 355.267 58.1996
0.195 354.845 57.6234
0.174 354.888 58.0065
0.218 355.292 57.335
0.131 355.611 57.7774
0.275 354.76 57.986
0.07 355.139 58.04
0.089 355.525 57.9161
0.076 355.411 57.576
0.398 354.622 57.8557
0.267 355.052 58.2773
0.157 355.353 58.1826
0.185 355.665 57.6867
0.397 354.819 57.34
0.201 355.192 58.2445
0.11 355.396 58.0979
0.019 355.128 57.865
0.144 355.221 58.1783
0.087 355.058 57.5764
0.237 354.978 58.2038
0.24 354.894 58.1366
0.029 355.4 57.7195
0.309 354.886 57.3801
0.223 355.698 57.6519
0.342 355.583 57.3194
0.065 355.002 57.86
0.228 355.726 57.7564
0.387 355.088 57.1993
0.066 355.303 57.5485
0.124 354.984 58.0309
0.1 355.463 58.0337
0.355 355.289 57.2055
0.052 355.029 57.7439
0.344 355.341 58.3794
0.208 354.801 57.719
0.243 355.448 57.3485
0.172 355.041 57.4416
0.107 354.924 57.8202
0.05 355.039 57.8737
0.02 355.311 57.9274
0.031 355.255 57.624
0.091 355.406 57.5419
0.193 355.446 58.193
0.283 354.786 57.5406
0.185 355.615 58.0268
0.012 355.195 57.8945
0.101 354.944 57.7139
0.063 355.159 58.034
0.069 354.988 57.7822
0.306 354.972 58.2781
0.311 355.608 57.3724
0.371 354.948 58.3291
0.08 355.053 58.0029
0.128 354.944 57.9858
0.082 355.31 57.5199
0.351 355.336 57.2138
0.204 355.693 57.7123
0.156 355.182 57.411
0.076 355.222 57.5258
