theta2 RA DEC
0.011 357.206 58.7046
0.095 357.535 58.6831
0.167 357.658 58.788
0.132 357.314 58.4424
0.054 357.196 58.5739
0.335 357.824 58.8739
0.128 357.519 58.5643
0.06 357.314 58.5636
0.011 357.206 58.8952
0.176 356.884 59.0049
0.309 357.547 58.3303
0.32 357.037 59.3239
0.061 357.027 58.9055
0.163 357.179 59.1975
0.339 357.751 59.0969
0.228 356.8 58.6391
0.174 356.953 59.0927
0.111 357.009 59.0298
0.023 357.396 58.8421
0.385 357.306 58.182
0.108 357.399 58.5072
0.222 356.819 58.6087
0.134 357.507 58.5389
0.039 357.242 58.9973
0.034 357.213 58.6193
0.154 357.641 58.8326
0.206 356.814 58.6726
0.33 357.118 59.359
0.152 357.214 58.4118
0.052 357.022 58.7854
0.037 357.354 58.6384
0.068 357.085 58.598
0.312 357.697 58.4655
0.27 357.412 59.2938
0.332 357.794 58.6105
0.149 357.094 59.1532
0.098 357.433 58.5463
0.397 357.246 58.1699
0.258 357.527 58.3741
0.356 357.227 59.3962
0.175 356.973 59.1135
0.373 357.856 58.8755
0.161 357.563 59.0507
0.295 356.729 58.9522
0.067 357.447 58.968
0.068 357.004 58.8869
0.044 357.449 58.8663
0.38 357.853 58.6734
0.13 357.604 58.8694
0.202 357.019 58.4146
0.068 357.362 58.5643
0.315 356.735 58.5776
0.072 356.984 58.8321
0.16 357.399 59.1714
0.345 356.81 58.4114
0.14 357.278 58.4269
0.102 357.151 58.4964
0.014 357.188 58.9008
0.215 357.612 58.5099
0.238 357.031 58.3639
0.156 357.463 59.1324
0.351 357.688 58.4013
0.178 357.097 58.407
0.206 356.802 58.8756
0.187 356.824 58.7238
0.237 356.77 58.8817
0.168 356.842 58.7663
0.306 357.595 59.2324
0.215 357.041 59.2139
0.244 357.669 59.0609
0.286 356.95 58.357
0.206 357.374 59.2367
0.104 357.56 58.7115
0.334 357.696 58.4325
0.001 357.259 58.8304
0.032 357.405 58.8891
0.029 357.417 58.8333
0.122 357.529 58.5895
0.032 357.411 58.8779
0.161 357.364 59.1848
0.385 357.301 59.4184
0.057 357.2 59.0334
0.348 357.434 58.2395
0.25 357.705 59.0074
0.002 357.216 58.829
0.216 357.235 59.2645
0.055 357.039 58.9017
0 357.25 58.8
0.295 357.562 59.2445
0.142 357.627 58.8042
0.29 357.552 58.3542
0.332 357.812 58.6719
0.154 357.503 58.5002
0.312 357.533 58.3182
0.144 357.626 58.8485
0.372 357.197 59.4076
0.106 357.091 59.084
0.397 357.869 58.9176
0.139 357.021 58.5059
0.37 357.084 59.3853
0.301 357.16 58.2589
0.273 357.073 59.2917
0.165 356.992 59.1141
0.363 357.562 58.2848
0.026 357.345 58.9306
0.324 357.184 58.2346
0.14 356.897 58.9233
0.111 357.581 58.8365
0.105 357.139 58.4956
0.016 357.321 58.9046
0.395 356.793 58.3682
0.25 357.262 59.2999
0.371 356.641 58.7797
0.236 356.894 59.1305
0.21 357.496 58.4132
0.031 357.423 58.8342
0.237 357.505 59.2149
0.274 357.062 59.2887
0.001 357.218 58.7984
0.33 357.423 58.2524
0.161 357.566 58.5525
0.326 356.783 59.1284
0.171 357.473 59.148
0.167 357.03 58.4554
0.31 357.077 58.2707
0.042 357.1 58.6605
0.017 357.137 58.7357
0.13 356.915 58.6675
0.306 357.323 59.3484
0.064 357.454 58.651
0.224 357.145 59.2615
0.364 357.444 59.3714
0.395 357.111 58.187
0.028 357.417 58.8144
0.197 356.817 58.7008
0.163 356.848 58.8345
0.099 357.467 58.5723
0.049 357.293 58.5828
0.338 356.849 59.2207
0.053 357.054 58.9201
0.2 357.639 59.0199
0.081 357.5 58.9368
0.383 356.706 58.5057
0.288 357.764 58.6451
0.353 357.718 59.1654
0.121 356.916 58.8963
0.024 357.149 58.9174
0.068 357.071 58.6102
0.001 357.282 58.7978
0 357.25 58.8
0.211 357.468 58.3956
0.265 357.411 59.2889
0.343 356.74 59.0879
0.067 357.173 59.0473
0.195 357.677 58.9121
0.323 357.455 59.33
0.328 357.388 58.2442
0.353 357.021 58.2517
0.12 357.239 59.1462
0.396 356.901 59.3239
0.312 357.544 59.2752
0.055 357.249 58.5655
0.017 357.371 58.7524
0.262 356.92 58.4086
0.247 356.77 58.6701
0.191 357.536 58.4694
0.274 357.292 58.2783
0.306 357.803 58.7746
0.032 357.367 58.9357
0.325 357.585 59.2611
0.226 356.779 58.7345
0.381 357.079 59.393
0.071 357.512 58.7505
0.06 357.302 58.5607
0.018 357.171 58.9083
0.029 357.165 58.9475
0.115 357.161 59.1273
0.109 356.95 58.6621
0.102 357.396 59.084
0.094 357.102 58.5315
0.285 357.702 59.0845
0.143 357.063 58.4715
0.248 357.603 58.4486
0.073 357.452 58.6205
0.044 357.233 58.5909
0.139 357.622 58.7738
0.028 357.306 58.9578
0.31 357.592 58.3607
0.211 357.005 59.1887
0.306 357.774 58.6236
0.036 357.133 58.6509
0.272 356.962 59.2348
0.391 357.059 59.3954
0.145 357.423 58.4608
0.225 356.778 58.8468
0.275 356.726 58.8229
0.141 356.907 58.6471
0.086 356.973 58.7027
0.007 357.232 58.7182
0.16 356.982 59.0966
0.029 357.23 58.9691
0.272 357.537 59.2353
0.15 357.443 58.4645
0.084 357.295 59.0863
0.064 357.282 59.051
0.089 357.403 59.0559
0.385 357.053 59.3883
0.12 356.912 58.7235
0.397 357.734 59.2038
0.281 357.523 59.2542
0.299 357.11 58.2714
0.121 357.547 58.9818
0.366 357.847 58.7031
0.054 357.067 58.6565
0.004 357.293 58.8461
0.089 357.305 58.5067
0.319 357.405 59.343
0.371 357.317 59.4054
0.323 356.943 59.2782
0.346 356.894 58.3318
0.387 357.398 59.4043
0.125 357.594 58.7178
0.231 357.576 58.4464
0.354 357.548 59.3152
0.36 356.704 58.5512
0.024 357.109 58.8635
0.092 357.454 58.5759
0.028 357.239 58.967
0.037 357.217 58.6105
0.068 357.196 58.5449
0.1 357.493 58.5981
0.319 356.695 58.6927
0.398 356.619 58.7929
0.174 357.217 59.2158
0.048 357.304 59.0123
0.221 356.783 58.8498
0.174 357.511 59.1252
0.293 357.791 58.7881
0.045 357.3 59.0061
0.257 357.31 58.2967
0.053 357.021 58.7752
0.161 356.894 58.6145
0.209 357.706 58.7743
0.308 356.838 59.1714
0.114 357.092 59.0984
0.27 356.938 58.3848
0.156 357.311 58.4097
0.036 357.256 58.9896
0.216 357.315 59.2602
0.341 357.652 59.2232
0.364 356.796 58.4021
0.243 357.679 58.5573
0.122 357.013 58.5436
0.377 357.228 58.1864
0.147 357.453 58.4751
0.375 357.729 59.1816
0.258 357.594 59.174
0.38 357.812 58.5475
0.088 356.959 58.8572
0.023 357.399 58.8282
0.214 357.712 58.8102
0.233 356.891 59.1231
0.077 357.523 58.7516
0.215 357.402 58.362
0.13 356.962 58.583
0.226 357.513 58.4038
0.106 357.386 59.0959
0.378 357.854 58.6838
0.202 357.694 58.8669
0.275 356.87 59.161
0.242 357.608 58.4621
0.302 357.292 58.2521
0.293 357.713 59.0808
0.125 357.153 59.1399
0.196 357.382 59.2225
0.391 357.24 59.4252
0.257 357.133 59.2933
0.012 357.173 58.7224
0.14 357.385 58.4509
0.21 356.964 59.1578
0.111 356.96 58.9641
0.384 357.851 58.647
0.339 357.525 59.313
0.294 357.468 59.2967
0.304 357.329 59.3457
0.373 356.973 59.3444
0.244 356.793 58.612
0.216 356.833 58.5951
0.374 356.788 58.3998
0.307 357.774 58.6194
0.111 357.082 58.5125
0.085 356.96 58.834
0.323 357.525 58.3024
0.156 356.882 58.9428
0.102 357.081 59.071
0.188 356.972 58.4672
0.104 357.13 58.5008
0.321 356.732 59.0306
0.161 357.185 59.196
0.351 357.281 58.2084
0.298 356.706 58.7545
0.027 357.392 58.7176
0.289 357.05 59.299
0.098 357.031 58.5767
0.127 356.91 58.6938
0.069 357.323 59.0523
0.334 356.825 59.1913
0.001 357.229 58.8235
0.13 357.282 59.1592
0.192 356.906 59.0719
0.199 357.445 58.399
0.082 357.536 58.7881
0.199 356.965 58.4565
0.018 357.135 58.7311
0.02 357.136 58.7168
0.331 356.707 58.6104
0.313 356.751 59.0529
0.103 356.929 58.7951
0.001 357.282 58.7977
0.357 356.796 59.1883
0.198 357.37 59.2284
0.021 357.386 58.8488
0.117 357.264 58.4582
0.071 356.993 58.8688
0.096 356.946 58.7399
0.34 356.704 58.5953
0.034 357.193 58.6246
0.094 357.508 58.9653
0.146 356.897 58.9453
0.367 357.247 58.1942
0.112 357.262 58.4656
0.165 356.854 58.8919
0.227 357.334 59.269
0.261 357.718 59.0055
0.062 357.474 58.909
0.194 356.842 58.9667
0.013 357.256 58.9139
0.341 357.145 59.3745
0.335 357.823 58.7199
0.339 357.718 58.4539
0.256 357.751 58.8733
0.367 356.725 58.498
0.297 357.678 59.1377
0.223 357.391 58.3493
0.033 357.331 58.9626
0.247 357.003 58.3689
0.02 357.211 58.9361
0.117 357.299 58.4615
0.29 356.914 58.3795
0.203 356.949 59.1353
0.097 356.968 58.9327
0.086 357.29 59.0905
0.002 357.282 58.7684
0.307 357.631 59.202
0.286 357.785 58.8159
0.151 357.328 58.4193
0.244 356.801 59.0063
0.3 357.24 59.3476
0.202 356.851 58.5924
0.012 357.354 58.7663
0.304 357.502 58.3097
0.294 357.235 59.342
0.043 357.082 58.678
0.301 357.32 58.2559
0.082 357.103 59.0454
0.204 356.874 59.0497
0.135 357.572 58.6227
0.136 356.91 58.6577
0.32 356.685 58.8195
0.008 357.207 58.7217
0.083 357.538 58.8158
0.369 357.723 58.4189
0.135 357.1 58.4645
0.36 357.097 59.3802
0.004 357.311 58.783
0.075 357.409 58.5773
0.148 356.953 58.5558
0.208 357.059 58.3857
0.062 357.033 58.6779
0.341 356.672 58.8819
0.383 357.35 59.4108
0.291 357.47 58.3073
0.148 357.216 59.1832
0.028 357.175 58.9496
0.067 357.482 58.9146
0.356 357.446 58.2364
0.148 357.12 58.4379
0.083 357.128 59.0608
0.342 356.912 59.2775
0.325 357.797 58.6389
0.206 356.921 59.1125
0.268 356.82 59.0878
0.226 357.185 59.2709
0.23 357.552 58.4274
0.041 357.366 58.966
0.341 357.077 58.2421
0.329 357.002 58.283
0.174 357.105 59.1913
0.159 356.871 58.6773
0.366 357.451 59.3706
0.065 357.082 58.6082
0.224 357.247 59.2733
0.215 357.714 58.8037
0.27 357.706 58.5505
0.237 357.73 58.8789
0.037 357.254 58.6077
0.304 357.551 59.2622
0.161 356.87 58.6723
0.266 356.743 58.8956
0.019 357.132 58.8706
0.333 357.243 59.377
0.147 356.893 58.941
0.161 357.391 58.4243
0.21 357.413 58.3719
0.324 357.299 58.2329
0.235 356.766 58.8187
0.188 357.665 58.6744
0.241 357.598 59.1464
0.064 357.498 58.8514
0.25 357.393 59.2791
0.068 357.013 58.6918
0.251 357.399 58.3217
0.243 357.169 59.2862
0.082 356.969 58.7447
0.155 357.082 59.1561
0.112 357.089 59.0934
0.086 357.02 58.6176
0.053 357.112 58.6159
0.225 357.706 58.6705
0.298 357.109 58.2725
0.364 357.835 58.6535
0.166 357.177 59.2008
0.046 357.329 58.9994
0.267 356.756 58.6479
0.251 356.884 58.4574
0.161 357.65 58.7749
0.072 356.997 58.8898
0.033 357.333 58.9614
0.328 356.679 58.7538
0.082 356.991 58.9217
0.314 357.368 58.2523
0.182 356.848 58.6567
0.148 357.58 58.9983
0.111 357.345 59.1193
0.316 357.682 59.1593
0.253 356.966 58.3847
0.18 357.136 58.3914
0.029 357.156 58.6578
0.085 357.435 58.5744
0.205 357.681 58.9379
0.136 357.3 58.4346
0.305 357.356 59.342
0.261 357.553 58.3884
0.131 357.604 58.7253
0.311 356.912 59.2434
0.032 357.428 58.7804
0.088 357.526 58.9084
0.144 357.078 58.4617
0.117 357.342 59.1296
0.069 357.081 59.0012
0.365 356.666 58.9562
0.149 357.534 58.538
0.229 357.591 59.1355
0.264 357.445 59.2755
0.298 357.137 58.266
0.041 357.446 58.7482
0.148 356.985 59.0787
0.238 357.542 59.1908
0.006 357.324 58.7776
0.09 357.423 58.5547
0.354 357.736 59.1434
0.091 357.544 58.8683
0.048 357.393 58.6343
0.185 357.672 58.8846
0.214 357.102 58.3616
0.216 357.65 59.0373
0.362 357.237 59.4015
0.155 357.293 58.4086
0.284 356.786 58.538
0.042 357.452 58.834
0.141 356.875 58.7742
0.131 357.51 58.5486
0.282 356.866 58.4333
0.386 357.746 59.1742
0.238 357.689 58.5875
0.073 357.185 59.0622
0.38 357.22 58.1843
0.092 357.317 59.0959
0.372 357.86 58.8164
0.136 357.017 58.5142
0.141 357.195 59.1714
0.187 356.825 58.8824
0.05 357.321 59.0121
0.149 357.216 58.4155
0.143 356.885 58.8976
0.088 357.303 58.5081
0.292 357.018 58.3119
0.35 357.84 58.7571
0.384 357.122 59.4063
0.01 357.218 58.7052
0.142 357.556 59.0195
0.237 357.341 58.3218
0.138 356.974 58.5518
0.287 357.586 59.2175
0.137 356.98 58.5469
0.096 357.536 58.9202
0.13 357.088 59.1219
0.121 357.462 58.5246
0.399 357.831 58.553
0.143 356.968 58.5485
0.069 357.416 58.5964
0.24 356.8 58.6067
0.07 357.495 58.8998
0.043 357.05 58.7447
0.055 357.028 58.8762
0.065 357.303 59.0494
0.27 357.474 59.2688
0.152 357.639 58.8316
0.291 357.788 58.7616
0.175 357.664 58.8575
0.048 357.109 58.6322
0.196 356.952 58.4723
0.3 357.684 58.4664
0.117 357.251 59.1421
0.016 357.187 58.9097
0.192 357.458 58.4145
0.011 357.148 58.774
0.117 356.943 58.9501
0.387 357.831 58.5769
0.082 357.151 58.5313
0.072 356.983 58.7702
0.069 357.107 59.0204
0.027 357.388 58.8893
0.172 357.42 58.4216
0.149 356.873 58.8849
0.376 357.286 58.1879
0.197 357.121 59.2247
0.158 356.927 59.0317
0.241 357.194 59.2877
0.364 356.71 59.069
0.124 356.907 58.8789
0.25 357.206 59.298
0.361 357.765 59.1089
0.241 357.305 58.3122
0.121 356.903 58.826
0.013 357.15 58.8544
0.366 357.177 58.1994
0.239 357.062 59.2514
0.248 357.13 58.3167
0.314 357.798 58.6831
0.253 357.74 58.6862
0.089 357.439 58.5689
0.247 357.302 58.3057
0.35 356.87 59.2535
0.257 357.651 59.1103
0.007 357.226 58.8803
0.249 357.32 59.294
0.103 357.008 59.011
0.069 357.458 58.9609
0.106 357.02 58.5692
0.172 357.654 58.7052
0.052 357.327 58.5853
0.394 357.477 59.3851
0.102 357.088 59.0754
0.092 357.463 58.5843
0.291 357.735 59.0358
0.138 357.458 59.1076
0.073 357.21 58.5327
0.275 356.873 58.4359
0.161 357.529 58.5113
0.046 357.422 58.672
0.346 357.05 59.3532
0.121 357.58 58.9111
0.293 356.98 59.2694
0.304 356.848 59.1772
0.206 356.838 58.9901
0.388 357.544 59.3489
0.023 357.347 58.6831
0.042 357.085 58.678
0.042 357.351 58.9785
0.37 357.328 59.4033
0.216 357.699 58.6816
0.136 357.391 58.4593
0.388 356.661 59.002
0.354 357.13 58.2173
0.142 357.332 59.1679
0.159 357.641 58.8766
0.231 357.044 59.2344
0.228 357.669 58.5702
0.271 356.802 59.0647
0.232 356.971 59.1923
0.183 357.474 58.4354
0.171 357.656 58.7218
0.014 357.224 58.6845
0.136 357.417 58.4712
0.386 356.903 58.2848
0.37 357.804 59.0509
0.336 357.497 58.2755
0.393 357.548 58.2486
0.269 357.211 59.3172
0.293 357.614 58.3992
0.239 357.739 58.8148
0.069 357.394 58.5802
0.018 357.349 58.7099
0.032 357.128 58.9309
0.068 357.096 58.5899
0.297 356.725 58.6522
0.108 357.54 58.9539
0.213 356.813 58.6512
0.37 357.021 59.3636
0.304 357.532 58.3262
0.077 357.299 58.5268
0.1 357.353 59.0991
0.37 357.257 58.1918
0.034 357.085 58.7172
0.018 357.242 58.934
0.228 357.44 58.3619
0.386 357.633 58.3106
0.241 357.741 58.8175
0.066 357.184 59.0484
0.129 357.508 58.55
0.298 357.075 58.2831
0.223 357.127 58.344
0.09 357.501 58.6361
0.285 357.77 58.6797
0.235 357.569 59.1652
0.332 356.674 58.8235
0.103 357.157 58.4927
0.154 356.872 58.6949
0.146 357.526 58.5362
0.361 357.234 58.1994
0.127 356.955 58.6001
0.108 357.446 59.0636
0.098 357.522 58.9553
0.275 357.225 58.2762
0.028 357.266 58.9666
0.16 357.158 59.1894
0.376 357.749 59.1571
0.086 356.964 58.8652
0.315 356.74 58.5658
0.336 357.495 58.2748
0.391 357.292 58.1761
0.153 357.628 58.7012
0.09 357.495 58.9733
0.108 357.245 58.4714
0.113 356.992 58.5849
0.13 357.584 58.9352
0.257 357.196 59.304
0.122 357.142 58.4679
0.036 357.128 58.655
0.319 356.83 59.1777
0.309 357.8 58.8809
0.116 357.542 58.9746
0.193 356.945 58.4837
0.293 357.757 58.6107
0.349 357.596 59.2792
0.047 357.087 58.9427
0.158 357.175 58.4097
0.229 356.78 58.8922
0.009 357.245 58.8947
0.039 357.344 58.9737
0.146 356.933 59.0134
0.092 357.307 58.5022
0.015 357.14 58.8539
0.12 357.393 58.4844
0.014 357.368 58.7997
0.178 357.653 58.6759
0.328 357.614 58.3579
0.363 356.648 58.8114
0.162 357.26 59.2024
0.032 357.141 58.9417
0.13 357.571 58.6357
0.317 357.812 58.7631
0.07 357.514 58.7778
0.246 357.746 58.7936
0.158 357.229 59.1969
0.152 357.416 58.4473
0.061 357.337 58.569
0.239 357.593 58.4521
0.301 356.75 59.0251
0.2 357.65 58.9997
0.156 357.59 59.0016
0.159 357.294 58.4036
0.365 357.551 59.324
0.226 356.813 58.986
0.051 357.304 59.0193
0.008 357.202 58.8756
0.303 356.701 58.7602
0.124 357.431 59.1018
0.259 356.963 58.3798
0.36 357.824 58.9752
0.068 356.99 58.7845
0.205 357.158 58.3566
0.148 356.868 58.7569
0.141 356.911 58.638
0.255 356.79 59.0084
0.103 357.385 58.5087
0.196 357.465 58.4133
0.005 357.273 58.733
0.158 357.025 58.4725
0.3 356.727 58.9624
0.195 356.818 58.7064
0.008 357.337 58.7804
0.046 357.237 58.5859
0.311 357.595 58.3615
0.082 356.966 58.7633
0.045 357.094 58.9439
0.167 357.628 58.9553
0.011 357.208 58.896
0.161 357.615 58.9656
0.256 357.58 58.4169
0.004 357.297 58.7577
0.367 357.141 59.3959
0.137 357.069 58.477
0.209 357.199 59.2543
0.023 357.127 58.8883
0.195 357.689 58.7544
0.236 356.823 59.0317
0.03 357.235 58.6274
0.363 356.92 59.3039
0.28 357.422 58.2996
0.179 357.672 58.8348
0.293 357.507 58.3234
0.101 357.108 59.0844
0.151 357.638 58.8086
0.374 357.047 58.2233
0.256 357.712 58.5944
0.216 357.088 58.3645
0.278 357.446 59.2896
0.396 356.729 58.447
0.188 356.85 58.968
0.01 357.326 58.7354
0.141 357.531 59.0496
0.208 357.652 59.0159
0.367 357.682 59.225
0.099 357.388 59.0826
0.374 357.824 59.0113
0.356 357.821 58.9724
0.22 357.717 58.7602
0.248 356.787 58.9836
0.16 357.526 59.0891
0.318 356.702 58.9334
0.001 357.246 58.7686
0.241 357.389 58.3293
0.236 356.871 58.4958
0.261 356.74 58.7769
0.29 357.33 58.2674
0.371 357.608 58.3073
0.072 357.249 59.0683
0.335 357.582 58.3261
0.368 356.644 58.8194
0.088 357.144 58.5229
0.304 357.569 58.3505
0.137 357.326 58.4378
0.005 357.289 58.8592
0.084 357.027 58.9847
0.187 356.867 59.0005
0.156 357.127 59.1752
0.005 357.286 58.861
0.066 356.996 58.8372
0.285 357.276 59.3332
0.348 357.811 58.9824
0.076 357.057 58.6028
0.095 357.001 58.6178
0.332 356.781 59.1345
0.191 357.154 59.2263
0.257 357.757 58.8174
0.248 356.752 58.7874
0.308 357.741 58.5422
0.371 357.793 58.5239
0.05 357.246 59.0236
0.142 356.982 58.5353
0.23 356.804 58.9767
0.228 357.048 58.3672
0.136 357.481 59.0872
0.018 357.152 58.8918
0.103 357.556 58.7033
0.263 357.706 58.5655
0.282 357.455 58.3101
0.262 356.738 58.807
0.054 357.309 58.5751
0.034 357.202 58.622
0.063 357.198 59.0455
0.068 357.419 58.6014
0.092 357.019 58.9964
0.06 357.453 58.9376
0.263 356.75 58.9154
0.027 357.086 58.8052
0.055 357.103 58.6172
0.208 357.187 59.2516
0.229 357.716 58.9083
0.058 357.339 58.5762
0.092 357.553 58.79
0.393 357.032 58.2124
0.299 357.398 59.3265
0.202 356.863 58.5718
0.185 357.482 58.4379
0.028 357.186 58.9546
0.21 356.98 58.4298
0.202 357.645 58.5851
0.043 357.407 58.9356
0.198 357.107 59.2212
0.133 356.932 58.622
0.39 357.751 59.1729
0.292 356.712 58.7548
0.381 356.648 58.6644
0.355 357.38 59.3816
0.184 357.137 58.3862
0.201 357.191 59.2445
0.177 357.155 59.2098
0.364 357.402 59.3838
0.127 357.449 59.0956
0.163 356.919 58.569
0.049 357.151 58.9979
0.043 357.451 58.75
0.12 357.288 59.1443
0.232 356.804 58.9819
0.329 356.865 58.3746
0.247 356.991 58.3759
0.36 357.76 59.1163
0.061 357.442 58.6447
0.221 356.824 58.6012
0.012 357.309 58.8924
0.344 357.738 58.4744
0.323 356.79 59.1332
0.049 357.468 58.8409
0.018 357.117 58.8162
0.352 357.703 59.183
0.096 357.186 59.1031
0.348 356.664 58.7285
0.064 357.27 59.0522
0.082 357.011 58.6417
0.073 357.199 58.5346
0.049 357.346 58.9993
0.059 357.474 58.8949
0.039 357.439 58.7439
0.359 356.867 58.3396
0.146 357.321 58.4246
0.324 356.871 59.225
0.249 356.752 58.7658
0.149 356.866 58.8431
0.366 357.764 58.4808
0.29 356.777 58.5429
0.05 357.044 58.887
0.313 356.808 59.1425
0.221 357.533 59.1752
0.345 356.969 58.284
0.372 357.591 58.2944
0.022 357.154 58.6874
0.076 357.401 58.5691
0.272 357.169 59.3151
0.056 357.42 58.9647
0.376 357.522 58.2507
0.242 357.154 58.3175
0.134 356.92 58.9577
0.013 357.3 58.6974
0.228 356.99 58.3993
0.059 357.414 58.979
0.039 357.247 58.6025
0.064 357.094 58.9995
0.001 357.278 58.8154
0.107 357.483 59.0297
0.09 357.196 58.505
0.122 357.527 59.0133
0.028 357.213 58.9632
0.214 357.276 58.3381
0.056 357.014 58.814
0.232 357.264 59.2815
0.274 357.031 59.2753
0.331 357.786 59.009
0.153 357.635 58.7301
0.031 357.376 58.6772
0.163 356.848 58.7641
0.085 357.485 58.9726
0.255 357.303 58.2978
0.017 357.367 58.8584
0.232 357.015 58.3795
0.009 357.161 58.8327
0.03 357.082 58.8402
0.32 356.733 58.57
0.207 357.051 58.3909
0.278 356.734 58.907
0.084 357.366 58.5345
0.274 356.875 58.4346
0.121 357.026 58.5343
0.313 357.364 59.3478
0.314 357.787 58.6408
0.017 357.206 58.9227
0.081 357.099 58.5588
0.39 356.952 59.3487
0.139 357.473 59.0986
0.358 357.552 59.3166
0.04 357.429 58.8887
0.3 356.733 58.6193
0.134 357.055 58.4904
0.376 357.296 59.4115
0.31 357.658 58.4215
0.256 357.338 58.3017
0.162 357.369 59.1843
0.022 357.291 58.9424
0.107 357.379 58.4992
0.14 357.041 59.1101
0.112 356.996 59.0181
0.005 357.241 58.8702
0.041 357.441 58.7324
0.265 356.737 58.755
0.334 357.299 59.3758
0.23 356.995 59.2062
0.391 357.258 58.1748
0.36 356.908 59.2926
0.361 356.789 59.1858
0.071 357.5 58.892
0.077 356.979 58.7424
0.073 357.07 59.0018
0.273 357.723 59.0214
0.287 357.729 59.0394
0.212 357.518 59.1742
0.005 357.254 58.8706
0.02 357.391 58.7889
0.368 357.666 59.2418
0.278 357.143 59.3162
0.072 356.985 58.7581
0.126 357.378 59.1311
0.31 357.133 59.3443
0.034 357.372 58.6614
0.277 357.745 58.6204
0.324 357.146 58.2404
0.169 357.545 59.0866
0.278 356.851 58.4555
0.35 357.759 58.4981
0.046 357.047 58.732
0.385 357.644 58.3209
0.078 357.387 58.5569
0.333 357.821 58.7144
0.228 357.674 59.0203
0.025 357.277 58.9559
0.015 357.128 58.8052
0.395 357.861 58.6513
0.07 357.327 59.0532
0.336 357.729 59.1258
0.059 357.134 58.5864
0.37 357.665 58.3549
0.224 356.916 59.1357
0.025 357.204 58.9513
0.21 356.859 59.0387
0.048 357.255 59.019
0.001 357.224 58.8173
0.258 357.289 59.3064
0.184 357.357 58.3845
0.236 357.392 58.3355
0.015 357.351 58.731
0.022 357.398 58.7963
0.214 357.498 58.4092
0.239 356.99 58.3859
0.065 357.42 58.9904
0.144 356.877 58.731
0.228 356.788 58.6806
0.251 356.987 59.2263
0.032 357.268 58.978
0.188 357.501 59.1536
0.137 356.892 58.7063
0.238 357.371 59.2726
0.142 357.392 59.1489
0.384 356.758 58.4234
0.079 357.529 58.8334
0.202 357.2 59.2467
0.062 357.089 58.6098
0.035 357.356 58.9542
0.06 357.449 58.6572
0.374 357.022 58.2327
0.06 357.379 59.0079
0.024 357.118 58.8805
0.002 357.208 58.7839
0.231 357.586 59.1435
0.258 356.859 58.4757
0.385 356.885 59.3018
0.314 356.819 58.4425
0.324 356.79 58.4646
0.014 357.158 58.7259
0.073 357.121 58.5628
0.195 356.847 58.6195
0.184 357.043 58.4246
0.132 357.051 59.1042
0.233 356.878 59.1081
0.356 357.762 58.493
0.009 357.197 58.7216
0.353 357.368 58.2177
0.289 357.225 59.337
0.182 357.356 58.3868
0.12 356.904 58.8208
0.263 357.647 58.4757
0.335 357.287 59.3776
0.172 357.071 58.4261
0.344 357.243 59.3865
0.268 356.969 58.3653
